Unnamed: 0,segment_id,polygon_id,class_id,pixels_cluster,alphas
1809,36279,0,3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1],"[0.49, 0.52]"
1810,36280,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 1],"[0.25, 0.76]"
1811,36281,0,6,[0 0 0 0 0 0 0 1 1 0 1 1 1],"[0.24, 0.77]"
1812,36282,0,3,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.55, 0.46]"
1813,36283,0,3,[0 0 1 0 0 0 0 1 1 0 0 1 1 1 1 1 1],"[0.63, 0.38]"
1814,36284,0,5,[0 0 0 0 1 1 1 1 1 1 1 1],"[0.27, 0.74]"
1815,36285,0,5,[1 1 1 1 0 0 0 0 0 0],"[0.5, 0.51]"
1816,36286,0,4,[1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.61, 0.4]"
1817,36287,0,6,[0 0 0 1 1 0 0 1 0 0 1 0 0],"[0.35, 0.66]"
1818,36288,0,6,[0 0 0 0 0 0 1 1 1 1 1 1 1 1 0],"[0.51, 0.5]"
1819,36289,0,6,[1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.47, 0.54]"
1820,36290,0,6,[0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1],"[0.59, 0.42]"
1821,36291,0,6,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],"[0.31, 0.7]"
1822,36292,0,6,[1 1 1 1 0 0 0 0 0 0 0 0 0],"[0.72, 0.29]"
1823,36293,0,6,[1 1 1 1 1 1 0 0 1 1 0 0 1 1],"[0.8, 0.21]"
1824,36294,0,6,[1 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1],"[0.66, 0.35]"
1825,36295,0,3,[1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.39, 0.62]"
1826,36296,0,3,[0 0 0 0 0 0 1 1 0 1 1 1 1 1 1 1],"[0.62, 0.39]"
1827,36297,0,5,[1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 0 0 1],"[0.42, 0.59]"
1828,37179,0,5,[0 0 0 0 1 1 1 1 1 1 1 1 1 1 1],"[0.37, 0.64]"
1829,37180,0,3,[0 0 0 1 1 0 0 0 1 1 0 0 0 1 1],"[0.45, 0.56]"
1830,37181,0,6,[0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 1 1 1],"[0.33, 0.68]"
1831,37226,0,6,[1 1 0 0 0 0 1 1 0 0 0 1 1 0 0],"[0.53, 0.48]"
1832,37298,0,6,[1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0 0 1 0 0 0],"[0.5, 0.51]"
1833,37299,0,5,[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],"[0.53, 0.48]"
1834,37300,0,4,[1 1 1 1 1 1 0 0 0 1 0 0 0 1 1],"[0.49, 0.52]"
1835,37301,0,6,[0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0],"[0.54, 0.47]"
1836,37302,0,6,[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.24, 0.77]"
1837,37303,0,4,[1 0 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0],"[0.63, 0.38]"
1838,37304,0,6,[0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1],"[0.74, 0.27]"
1839,37305,0,6,[1 0 0 0 1 0 0 1 1 0 1 0 0 0],"[0.2, 0.81]"
1840,37306,0,4,[0 1 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0],"[0.32, 0.69]"
1841,37307,0,4,[1 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0],"[0.87, 0.14]"
1842,37308,0,5,[1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0],"[0.34, 0.67]"
1843,37309,0,6,[1 1 1 1 0 0 1 1 0 0 0 0 0],"[0.45, 0.56]"
1844,37310,0,4,[1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 0 0],"[0.6, 0.41]"
1845,37311,0,4,[1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.66, 0.35]"
1846,37510,0,5,[0 0 0 0 0 0 0 1 1 0 1 1 0 0],"[0.41, 0.6]"
1847,37511,0,5,[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.48, 0.53]"
1848,37512,0,5,[0 0 1 0 0 1 1 0 1 1 1 1 1 1],"[0.42, 0.59]"
1849,37513,0,5,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.47, 0.54]"
1850,37514,0,6,[0 0 1 0 0 0 1 1 1 1 1 1 1 1 1],"[0.59, 0.42]"
1851,37515,0,6,[1 1 1 1 0 0 1 1 0 0 1 1 0 0 1 1 1],"[0.38, 0.63]"
1852,37516,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],"[0.23, 0.78]"
1853,37517,0,6,[0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0],"[0.55, 0.46]"
1854,37518,0,6,[0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1],"[0.51, 0.5]"
1855,37519,0,6,[1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.37, 0.64]"
1856,37520,0,6,[0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0],"[0.49, 0.52]"
1857,37521,0,6,[1 0 0 1 0 0 1 0 0 1 0 0],"[0.39, 0.62]"
1858,37522,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.55, 0.46]"
1859,37523,0,6,[0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.46, 0.55]"
1860,37524,0,6,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.6, 0.41]"
1861,37525,0,5,[1 0 0 1 1 1 0 0 1 1],"[0.41, 0.6]"
1862,37526,0,6,[1 1 0 0 0 1 1 0 0 0 1 1 0 1 1 0 1 1],"[0.64, 0.37]"
1863,37527,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.54, 0.47]"
1864,37528,0,6,[0 0 0 1 1 1 1 1 1 1 0],"[0.63, 0.38]"
1865,37529,0,5,[0 0 0 0 0 0 0 1 1 0 1 1 1 1 1 1],"[0.38, 0.63]"
1866,37530,0,4,[1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.4, 0.61]"
1867,37531,0,6,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],"[0.66, 0.35]"
1868,37532,0,5,[0 0 1 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1],"[0.59, 0.42]"
1869,37533,0,6,[0 0 0 0 0 1 0 1 1 1],"[0.63, 0.38]"
1870,37534,0,6,[0 0 1 1 1 0 0 0 1 1 0 0 0 1 0 0 0 1],"[0.36, 0.65]"
1871,37535,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.5, 0.51]"
1872,37536,0,6,[1 1 1 1 1 1 1 1 1 0 0 0 0],"[0.83, 0.18]"
1873,37537,0,5,[1 1 1 1 0 1 1 1 1 1 1 0 0 0 0 0 0],"[0.74, 0.27]"
1874,37538,0,4,[0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.72, 0.29]"
1875,37539,0,4,[0 0 0 0 1 1 1 1 1 1 1 1 1 1],"[0.68, 0.33]"
1876,37540,0,6,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0],"[0.19, 0.82]"
1877,37541,0,6,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.74, 0.27]"
1878,37542,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.69, 0.32]"
1879,37543,0,6,[1 1 0 0 0 1 1 0 0 0 1 1 0 1 1],"[0.43, 0.58]"
1880,37544,0,6,[1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.57, 0.44]"
1881,37545,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 1 1],"[0.5, 0.51]"
1882,37546,0,6,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.44, 0.57]"
1883,37547,0,6,[1 1 0 0 1 1 0 0 0 0 0 0],"[0.34, 0.67]"
1884,37548,0,3,[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],"[0.58, 0.43]"
1885,37549,0,3,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.63, 0.38]"
1886,37550,0,3,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.45, 0.56]"
1887,37551,0,3,[1 1 1 1 1 1 1 0 0 0 0 0 0 0],"[0.47, 0.54]"
1888,38458,0,5,[0 0 0 0 0 0 1 1 0 0 1 1 0],"[0.49, 0.52]"
1889,38459,0,4,[1 1 1 1 0 0 1 1 0 0],"[0.2, 0.81]"
1890,38460,0,5,[1 1 1 1 1 0 1 1 1 1 1 1 1 1],"[0.89, 0.12]"
1891,38461,0,5,[1 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 0],"[0.32, 0.69]"
1892,38462,0,3,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],"[0.59, 0.42]"
1893,38463,0,6,[0 0 0 1 1 1 1 0 0 1 1 1 1],"[0.71, 0.3]"
1894,38464,0,3,[0 0 0 0 1 0 0 0 1 1 1 1 1],"[0.5, 0.51]"
1895,38465,0,4,[1 1 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.4, 0.61]"
1896,38514,0,4,[0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[0.37, 0.64]"
1897,38515,0,6,[0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[0.22, 0.79]"
1898,38516,0,6,[0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1],"[0.3, 0.71]"
1899,38517,0,3,[1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.57, 0.44]"
1900,38577,0,5,[1 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0],"[0.21, 0.8]"
1901,38578,0,5,[0 0 0 1 1 0 0 1 1 0 0 0 1 1 1 1],"[0.26, 0.75]"
1902,38579,0,5,[0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1],"[0.52, 0.49]"
1903,38580,0,5,[1 1 0 0 1 1 0 0 1 1 0 0 1],"[0.52, 0.49]"
1904,38581,0,6,[0 0 0 0 1 0 0 1 1 0 1 1 1 1 1 1 0 0],"[0.53, 0.48]"
1905,38582,0,5,[1 1 1 1 1 1 1 1 0 0 0 0 0 0],"[0.59, 0.42]"
1906,38583,0,6,[1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 0 0 0],"[0.51, 0.5]"
1907,38584,0,6,[0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],"[0.37, 0.64]"
1908,38585,0,5,[0 1 0 0 1 1 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 0],"[0.59, 0.42]"
1909,38586,0,6,[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.54, 0.47]"
1910,38587,0,4,[1 0 0 1 0 0 1 1 1 1 1 0 0 1 1 0 0],"[0.58, 0.43]"
1911,38588,0,6,[0 0 1 0 0 0 1 1 1 0 0 0 1 1 0 0 1],"[0.42, 0.59]"
1912,38589,0,3,[0 0 0 0 0 0 0 1 1 1 1 1 1 1],"[0.35, 0.66]"
1913,38797,0,5,[1 0 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1],"[0.58, 0.43]"
1914,38798,0,5,[0 0 0 1 0 0 0 1 0 0 1 1 0 0 1 1 0],"[0.2, 0.81]"
1915,38799,0,5,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1],"[0.48, 0.53]"
1916,38800,0,5,[1 1 1 1 1 1 1 0 0 0],"[0.54, 0.47]"
1917,38801,0,5,[0 1 1 0 1 1 0 0 0 1 1 0 0 0 1],"[0.67, 0.34]"
1918,38802,0,6,[0 0 0 0 0 0 0 1 0 1 0 1],"[0.8, 0.21]"
1919,38803,0,6,[0 0 1 0 0 1 1 0 0 1 1 1 0 0 1 1 0 0 0],"[0.46, 0.55]"
1920,38804,0,6,[0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0],"[0.46, 0.55]"
1921,38805,0,6,[1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1],"[0.32, 0.69]"
1922,38806,0,6,[0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 1 1],"[0.58, 0.43]"
1923,38807,0,6,[0 1 1 0 1 1 1 1 0 1 1 0],"[0.46, 0.55]"
1924,38808,0,6,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.54, 0.47]"
1925,38809,0,6,[0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0],"[0.57, 0.44]"
1926,38810,0,5,[1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.14, 0.87]"
1927,38811,0,5,[0 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1],"[0.7, 0.31]"
1928,38812,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.37, 0.64]"
1929,38813,0,5,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 1 1],"[0.17, 0.84]"
1930,38814,0,5,[1 1 1 1 1 1 1 1 0 1 1 0 1 1],"[0.73, 0.28]"
1931,38815,0,5,[1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0],"[0.33, 0.68]"
1932,38816,0,5,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0],"[0.91, 0.1]"
1933,38817,0,5,[1 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 0 0 0],"[0.77, 0.24]"
1934,38818,0,5,[0 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0 1 1 0],"[0.45, 0.56]"
1935,38819,0,6,[0 0 0 0 0 0 1 1 0 0 1 1 0 0 1],"[0.62, 0.39]"
1936,38820,0,3,[1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0],"[0.56, 0.45]"
1937,38821,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1],"[0.29, 0.72]"
1938,38822,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.49, 0.52]"
1939,38823,0,6,[1 1 0 1 1 0 0 1 1 1 0 0 1 1 1 0 1 0 0],"[0.52, 0.49]"
1940,38824,0,5,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[0.69, 0.32]"
1941,38825,0,4,[0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0],"[0.36, 0.65]"
1942,38826,0,4,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.29, 0.72]"
1943,38827,0,4,[1 1 1 1 1 1 1 1 0 0 1 0 0],"[0.5, 0.51]"
1944,38828,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.75, 0.26]"
1945,38829,0,4,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.38, 0.63]"
1946,38830,0,4,[0 0 0 0 0 1 1 0 0 1 1 1 1],"[0.48, 0.53]"
1947,38831,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0],"[0.38, 0.63]"
1948,38832,0,6,[0 1 1 0 1 1 0 1 1 0 0 1 1],"[0.47, 0.54]"
1949,38833,0,4,[1 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0],"[0.48, 0.53]"
1950,38834,0,6,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.31, 0.7]"
1951,38835,0,6,[0 0 0 0 0 0 0 0 0 0 1 1 1],"[0.51, 0.5]"
1952,38836,0,3,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],"[0.43, 0.58]"
1953,38837,0,4,[1 1 1 1 1 0 0 0 0 0 0],"[0.87, 0.14]"
1954,38838,0,6,[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.6, 0.41]"
1955,39744,0,5,[0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0],"[0.79, 0.22]"
1956,39745,0,5,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1],"[0.74, 0.27]"
1957,39794,0,5,[0 0 0 0 1 0 1 0 0 1 1 1 1 1],"[0.83, 0.18]"
1958,39795,0,6,[1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 0 1 1],"[0.87, 0.14]"
1959,39796,0,6,[1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.5, 0.51]"
1960,39797,0,4,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1],"[0.57, 0.44]"
1961,39871,0,5,[1 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 1 1 0 0 1 0],"[0.43, 0.58]"
1962,39872,0,3,[0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1],"[0.69, 0.32]"
1963,39873,0,6,[1 0 0 1 1 0 0 1 1 1 1 0 0],"[0.5, 0.51]"
1964,39874,0,5,[0 0 0 0 0 0 0 0 0 0 1 1 1],"[0.76, 0.25]"
1965,39875,0,3,[1 1 1 1 1 1 1 0 1 1 1 0 0 0],"[0.18, 0.83]"
1966,39876,0,6,[0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1],"[0.38, 0.63]"
1967,39877,0,6,[1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1],"[0.66, 0.35]"
1968,39878,0,4,[1 1 1 1 0 0 0 0 1 0 0 0 0 0],"[0.37, 0.64]"
1969,39879,0,6,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0],"[0.21, 0.8]"
1970,39880,0,5,[1 1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1],"[0.43, 0.58]"
1971,39881,0,6,[0 0 0 0 1 0 0 1 1 1 0 0 1 1 1],"[0.49, 0.52]"
1972,39882,0,6,[1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1],"[0.77, 0.24]"
1973,39883,0,6,[0 0 1 1 0 0 0 1 1 0 0 0 1 1 0 0 1 0 0],"[0.44, 0.57]"
1974,40094,0,3,[0 0 0 0 0 0 0 1 1 1 1 1 1],"[0.65, 0.36]"
1975,40095,0,5,[0 1 1 0 0 1 1 0 0 1 1 0 1 1],"[0.3, 0.71]"
1976,40096,0,5,[0 0 0 0 0 0 0 0 0 0 1 1 0 0],"[0.46, 0.55]"
1977,40097,0,5,[0 0 1 0 0 1 0 1 1 1 1],"[0.7, 0.31]"
1978,40098,0,5,[0 0 1 0 0 0 0 0 0 1 1 1 1 1 1],"[0.28, 0.73]"
1979,40099,0,6,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0],"[0.76, 0.25]"
1980,40100,0,6,[1 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0],"[0.64, 0.37]"
1981,40101,0,6,[1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0],"[0.28, 0.73]"
1982,40102,0,3,[1 0 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.58, 0.43]"
1983,40103,0,6,[1 1 0 0 1 1 1 0 0 1 1 0 0 1 1 0 0],"[0.42, 0.59]"
1984,40104,0,6,[1 0 0 1 1 0 0 1 1 1 0 1 1 1 0 1],"[0.46, 0.55]"
1985,40105,0,6,[1 1 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0],"[0.35, 0.66]"
1986,40106,0,3,[1 1 0 0 1 1 0 0 1 1 1 1 1 1],"[0.54, 0.47]"
1987,40107,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 0 0 0],"[0.26, 0.75]"
1988,40108,0,5,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0],"[0.19, 0.82]"
1989,40109,0,5,[0 0 0 0 0 0 0 0 0 0 1 1 1 1 1],"[0.7, 0.31]"
1990,40110,0,6,[0 0 0 0 0 0 0 0 1 1 0 0 1 0 0],"[0.51, 0.5]"
1991,40111,0,6,[0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0],"[0.29, 0.72]"
1992,40112,0,5,[1 1 1 1 1 1 0 0 1 0 0 1 0],"[0.78, 0.23]"
1993,40113,0,4,[0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],"[0.77, 0.24]"
1994,40114,0,6,[1 1 1 1 0 1 1 1 0 0 1 0 0 0 0 0],"[0.4, 0.61]"
1995,40115,0,5,[1 0 0 1 0 0 1 1 0 1 1 1 1],"[0.82, 0.19]"
1996,40116,0,5,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1],"[0.31, 0.7]"
1997,40117,0,3,[1 1 1 0 0 1 1 0 0 0 1 1 0 0 0],"[0.43, 0.58]"
1998,40118,0,6,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 1 1],"[0.28, 0.73]"
1999,40119,0,5,[1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0],"[0.33, 0.68]"
2000,40120,0,6,[0 0 0 1 0 0 0 0 0 1 1 0 0 1 1 1],"[0.27, 0.74]"
2001,40121,0,5,[1 1 1 1 1 1 0 1 0 0 0 0 0],"[0.88, 0.13]"
2002,40122,0,5,[0 1 1 1 0 0 1 1 0 0 0 0 0 0],"[0.4, 0.61]"
2003,40123,0,5,[1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0],"[0.37, 0.64]"
2004,40124,0,6,[1 1 1 1 1 1 1 1 0 0 1 1 0 0],"[0.76, 0.25]"
2005,40125,0,6,[0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],"[0.6, 0.41]"
2006,40126,0,4,[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0],"[0.56, 0.45]"
2007,40127,0,4,[0 0 0 0 0 0 0 0 1 0 0 1 0 0],"[0.16, 0.85]"
2008,40128,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.67, 0.34]"
2009,40129,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.65, 0.36]"
2010,40130,0,4,[1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0],"[0.75, 0.26]"
2011,40131,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.31, 0.7]"
2012,40132,0,4,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1],"[0.39, 0.62]"
2013,40133,0,5,[1 1 0 0 1 1 0 0 0 0 0 0],"[0.27, 0.74]"
2014,40134,0,4,[0 0 1 0 0 1 1 0 1 1 0 1 1 1],"[0.57, 0.44]"
2015,40135,0,6,[0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 1],"[0.35, 0.66]"
2016,40136,0,6,[0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0],"[0.4, 0.61]"
2017,40137,0,6,[0 0 1 0 0 0 0 0 0 0],"[0.56, 0.45]"
2018,41035,0,5,[0 0 0 0 0 0 1 1 0 1 1 0],"[0.64, 0.37]"
2019,41036,0,5,[0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0],"[0.41, 0.6]"
2020,41037,0,5,[0 0 0 0 0 0 0 1 0 0 1 1 1],"[0.32, 0.69]"
2021,41083,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0],"[0.5, 0.51]"
2022,41084,0,5,[0 0 0 0 0 0 0 1 1 0 1 1 1 1 1 1],"[0.62, 0.39]"
2023,41085,0,6,[0 0 0 0 1 1 1 0 0 0 1 1 0 0 1],"[0.53, 0.48]"
2024,41141,0,5,[1 1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.4, 0.61]"
2025,41142,0,6,[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0.56, 0.45]"
2026,41143,0,5,[0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 1],"[0.44, 0.57]"
2027,41144,0,5,[1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0.37, 0.64]"
2028,41145,0,3,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1],"[0.29, 0.72]"
2029,41146,0,6,[0 0 1 1 0 0 1 1 0 0 1 1 1 1 1 0 1 1 0 0],"[0.52, 0.49]"
2030,41147,0,3,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],"[0.35, 0.66]"
2031,41148,0,6,[0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0],"[0.25, 0.76]"
2032,41149,0,5,[0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 0 0 0],"[0.72, 0.29]"
2033,41150,0,6,[0 1 1 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 1 1],"[0.22, 0.79]"
2034,41151,0,3,[1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0],"[0.57, 0.44]"
2035,41152,0,6,[0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1 1],"[0.6, 0.41]"
2036,41153,0,6,[1 1 0 0 0 1 1 0 0 1 1 0 0 0 0],"[0.5, 0.51]"
2037,41154,0,6,[0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 1],"[0.48, 0.53]"
2038,41155,0,5,[1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1],"[0.57, 0.44]"
2039,41156,0,3,[1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1],"[0.35, 0.66]"
2040,41157,0,6,[1 1 0 1 0 1 0 0 1 1 0 0 0 1 0 0 0],"[0.51, 0.5]"
2041,41158,0,5,[1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0],"[0.84, 0.17]"
2042,41159,0,6,[1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[0.67, 0.34]"
2043,41160,0,5,[1 1 1 1 1 1 1 0 0 0 0 0],"[0.72, 0.29]"
2044,41161,0,5,[1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.55, 0.46]"
2045,41162,0,6,[0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0],"[0.64, 0.37]"
2046,41163,0,6,[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0],"[0.67, 0.34]"
2047,41369,0,5,[0 0 1 0 0 0 0 0 0 0 0 1 0 0],"[0.37, 0.64]"
2048,41370,0,6,[0 1 1 0 0 1 1 1 1 1],"[0.53, 0.48]"
2049,41371,0,3,[1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0],"[0.64, 0.37]"
2050,41372,0,3,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1],"[0.45, 0.56]"
2051,41373,0,6,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],"[0.7, 0.31]"
2052,41374,0,6,[1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 0],"[0.65, 0.36]"
2053,41375,0,3,[1 0 1 1 0 0 0 0 0 0 0 0],"[0.45, 0.56]"
2054,41376,0,4,[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0],"[0.68, 0.33]"
2055,41377,0,6,[1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"[0.25, 0.76]"
